quantity,UnitePrice,discount,date,retail price,product_name,area,city
5,45,27,2022-07-24T21:55:20Z,45,product z,Bahary,North
5,99,33,2022-09-19T08:45:16Z,99,product x ,Bahary,North
5,99,32,2022-11-05T22:43:24Z,99,product x ,Bahary,North
3,45,29,2022-11-07T21:29:05Z,45,product z,Bahary,North
5,99,31,2022-12-04T12:12:23Z,99,product x ,Bahary,North
5,16,18,2022-09-13T08:48:04Z,22,product y,6th of October,Giza
1,45,29,2022-03-22T10:32:14Z,45,product z,Nasr City,Cairo
10,16,20,2022-03-20T07:36:36Z,16,product y,,North
1,45,22,2022-03-25T23:12:21Z,45,product z,Nasr City,Cairo
1,89.75,31,2022-03-20T11:37:37Z,99,product x ,,Cairo
1,89.75,31,2022-03-22T11:17:35Z,99,product x ,,Cairo
1,45,29,2022-03-28T14:09:50Z,45,product z,,Cairo
1,89.75,32,2022-04-09T13:26:54Z,99,product x ,,Cairo
1,89.75,32,2022-04-11T13:05:44Z,99,product x ,,Cairo
1,89.75,32,2022-04-13T11:41:00Z,99,product x ,,Cairo
1,89.75,32,2022-04-17T13:38:19Z,99,product x ,,Cairo
2,45,31,2022-04-20T13:54:39Z,45,product z,,Cairo
1,89.75,32,2022-04-30T13:27:59Z,99,product x ,,Cairo
2,16,1,2022-04-17T12:18:13Z,16,product y,,Cairo
1,16,1,2022-05-09T09:40:06Z,16,product y,,Cairo
2,89.75,31,2022-03-26T10:30:16Z,89.75,product x ,Sidy Bishr,North
1,45,31,2022-03-29T13:03:45Z,45,product z,Sidy Bishr,North
1,16,0,2022-03-30T09:20:40Z,16,product y,Sidy Bishr,North
1,16,0,2022-04-09T11:28:22Z,16,product y,Sidy Bishr,North
1,45,32,2022-04-13T13:44:43Z,45,product z,Sidy Bishr,North
1,45,32,2022-04-20T12:15:42Z,45,product z,Sidy Bishr,North
1,45,32,2022-04-25T20:17:44Z,45,product z,Sidy Bishr,North
2,45,32,2022-05-04T10:46:22Z,45,product z,Sidy Bishr,North
2,16,0,2022-05-12T14:38:29Z,16,product y,Sidy Bishr,North
2,89.75,28,2022-05-14T11:42:59Z,89.75,product x ,Sidy Bishr,North
1,16,0,2022-05-15T14:32:34Z,16,product y,Sidy Bishr,North
2,16,0,2022-05-16T14:02:12Z,16,product y,Sidy Bishr,North
2,45,27,2022-05-21T10:55:00Z,45,product z,Sidy Bishr,North
2,89.75,30,2022-05-29T13:35:16Z,89.75,product x ,Sidy Bishr,North
2,16,2,2022-06-02T11:38:18Z,16,product y,Sidy Bishr,North
1,89.75,32,2022-06-13T08:44:06Z,99,product x ,Sidy Bishr,North
1,89.75,33,2022-06-16T12:50:44Z,99,product x ,Sidy Bishr,North
1,89.75,31,2022-07-13T10:18:59Z,89.75,product x ,Sidy Bishr,North
1,45,23,2022-07-18T12:30:25Z,45,product z,Sidy Bishr,North
3,16,9,2022-07-19T13:30:58Z,16,product y,Sidy Bishr,North
3,16,10,2022-07-19T13:30:59Z,16,product y,Sidy Bishr,North
1,89.75,27,2022-07-20T15:00:22Z,89.75,product x ,Sidy Bishr,North
3,16,20,2022-07-20T15:00:23Z,16,product y,Sidy Bishr,North
1,89.75,27,2022-07-25T10:39:16Z,89.75,product x ,Sidy Bishr,North
1,89.75,24,2022-07-31T13:11:22Z,0,product x ,Sidy Bishr,North
3,16,9,2022-08-06T11:12:06Z,16,product y,Sidy Bishr,North
3,16,13,2022-08-17T11:59:06Z,16,product y,Sidy Bishr,North
3,16,14,2022-08-24T12:50:24Z,16,product y,Sidy Bishr,North
3,16,14,2022-08-28T11:37:12Z,16,product y,Sidy Bishr,North
2,16,13,2022-08-28T11:37:13Z,16,product y,Sidy Bishr,North
1,45,26,2022-09-05T11:25:37Z,45,product z,Sidy Bishr,North
1,45,29,2022-09-05T11:25:37Z,45,product z,Sidy Bishr,North
2,45,32,2022-09-08T12:08:19Z,45,product z,Sidy Bishr,North
1,99,32,2022-09-08T12:15:09Z,99,product x ,Sidy Bishr,North
1,99,32,2022-09-08T11:56:43Z,99,product x ,Sidy Bishr,North
3,16,17,2022-09-13T14:07:52Z,16,product y,Sidy Bishr,North
2,16,17,2022-09-13T12:35:34Z,16,product y,Sidy Bishr,North
1,99,33,2022-09-17T12:03:40Z,99,product x ,Sidy Bishr,North
1,99,33,2022-09-17T12:03:43Z,99,product x ,Sidy Bishr,North
1,99,33,2022-09-17T12:03:43Z,99,product x ,Sidy Bishr,North
2,16,20,2022-09-18T11:35:57Z,16,product y,Sidy Bishr,North
1,99,33,2022-09-22T13:32:51Z,99,product x ,Sidy Bishr,North
1,99,32,2022-09-22T13:06:55Z,99,product x ,Sidy Bishr,North
2,45,32,2022-09-24T13:29:49Z,45,product z,Sidy Bishr,North
1,99,34,2022-09-25T14:06:39Z,99,product x ,Sidy Bishr,North
1,45,32,2022-09-27T12:36:16Z,45,product z,Sidy Bishr,North
1,99,33,2022-10-01T12:27:32Z,99,product x ,Sidy Bishr,North
2,45,32,2022-10-01T12:25:45Z,45,product z,Sidy Bishr,North
1,99,33,2022-10-02T07:01:33Z,99,product x ,Sidy Bishr,North
2,99,33,2022-10-02T13:35:13Z,99,product x ,Sidy Bishr,North
8,99,33,2022-10-03T12:44:36Z,99,product x ,Sidy Bishr,North
1,99,33,2022-10-06T12:52:25Z,99,product x ,Sidy Bishr,North
2,16,19,2022-10-06T12:59:07Z,16,product y,Sidy Bishr,North
1,99,33,2022-10-06T12:58:01Z,99,product x ,Sidy Bishr,North
2,16,19,2022-10-06T12:58:01Z,16,product y,Sidy Bishr,North
1,99,33,2022-10-06T12:52:29Z,99,product x ,Sidy Bishr,North
1,45,33,2022-10-06T12:52:29Z,45,product z,Sidy Bishr,North
1,45,32,2022-10-11T12:59:22Z,45,product z,Sidy Bishr,North
5,16,21,2022-10-13T13:52:05Z,16,product y,Sidy Bishr,North
2,16,19,2022-10-13T13:52:05Z,16,product y,Sidy Bishr,North
1,99,34,2022-10-20T13:39:18Z,99,product x ,Sidy Bishr,North
5,16,21,2022-10-20T13:39:18Z,16,product y,Sidy Bishr,North
2,16,21,2022-10-22T13:18:32Z,16,product y,Sidy Bishr,North
3,16,21,2022-10-22T13:18:36Z,16,product y,Sidy Bishr,North
3,45,22,2022-10-23T13:43:27Z,0,product z,Sidy Bishr,North
1,45,28,2022-10-31T14:00:22Z,45,product z,Sidy Bishr,North
2,16,19,2022-11-02T15:43:16Z,16,product y,Sidy Bishr,North
1,45,31,2022-11-05T15:04:42Z,45,product z,Sidy Bishr,North
1,45,31,2022-11-05T15:04:43Z,45,product z,Sidy Bishr,North
2,99,34,2022-11-07T11:34:19Z,99,product x ,Sidy Bishr,North
2,45,30,2022-11-09T13:57:03Z,45,product z,Sidy Bishr,North
1,99,32,2022-11-12T13:07:44Z,99,product x ,Sidy Bishr,North
2,16,8,2022-11-14T15:32:00Z,16,product y,Sidy Bishr,North
3,16,8,2022-11-14T15:40:24Z,16,product y,Sidy Bishr,North
3,45,30,2022-11-15T15:52:51Z,45,product z,Sidy Bishr,North
1,99,34,2022-11-17T13:52:56Z,99,product x ,Sidy Bishr,North
1,45,30,2022-11-20T12:24:46Z,45,product z,Sidy Bishr,North
5,16,8,2022-11-20T12:24:47Z,16,product y,Sidy Bishr,North
2,45,31,2022-11-21T14:52:54Z,45,product z,Sidy Bishr,North
1,99,33,2022-11-21T14:52:54Z,99,product x ,Sidy Bishr,North
2,16,8,2022-11-21T14:52:54Z,16,product y,Sidy Bishr,North
2,16,8,2022-11-21T14:52:56Z,16,product y,Sidy Bishr,North
3,16,8,2022-12-12T00:37:13Z,16,product y,Sidy Bishr,North
4,22,19,2022-12-19T15:14:30Z,0,product y,Sidy Bishr,North
1,99,34,2022-12-26T13:08:38Z,99,product x ,Sidy Bishr,North
1,45,30,2022-12-28T14:21:32Z,45,product z,Sidy Bishr,North
2,99,34,2022-12-28T14:21:33Z,99,product x ,Sidy Bishr,North
1,99,33,2023-01-10T15:10:19Z,99,product x ,Sidy Bishr,North
1,99,33,2023-01-15T14:00:35Z,99,product x ,Sidy Bishr,North
20,89.75,32,2022-04-30T14:28:33Z,99,product x ,Nasr City,Cairo
20,16,8.5,2022-07-12T10:20:14Z,16,product y,Nasr City,Cairo
20,45,30,2022-07-12T10:20:14Z,45,product z,Nasr City,Cairo
10,45,32,2022-10-18T12:42:28Z,45,product z,Miamy,North
5,45,29,2022-10-24T11:17:02Z,45,product z,Miamy,North
10,45,30,2022-12-10T12:58:31Z,45,product z,Miamy,North
10,45,31,2022-12-17T19:52:23Z,45,product z,Miamy,North
30,16,20,2022-02-23T20:30:03Z,16,product y,El-Agamy,North
5,89.75,33,2022-03-16T23:35:13Z,89.75,product x ,El-Agamy,North
5,89.75,31,2022-04-18T23:33:12Z,99,product x ,El-Agamy,North
1,16,0,2022-04-29T22:07:12Z,16,product y,El-Agamy,North
10,45,30,2022-05-10T23:31:28Z,45,product z,El-Agamy,North
5,16,0,2022-05-12T23:47:13Z,16,product y,El-Agamy,North
5,16,0,2022-05-28T22:06:04Z,16,product y,El-Agamy,North
3,16,1,2022-05-30T22:34:22Z,16,product y,El-Agamy,North
3,16,1,2022-06-01T00:04:21Z,16,product y,El-Agamy,North
5,16,4,2022-06-15T23:37:49Z,16,product y,El-Agamy,North
4,16,1,2022-06-15T23:37:49Z,16,product y,El-Agamy,North
5,16,1,2022-06-19T00:13:45Z,16,product y,El-Agamy,North
3,16,3,2022-06-22T23:15:28Z,16,product y,El-Agamy,North
6,16,2,2022-06-22T23:15:28Z,16,product y,El-Agamy,North
10,45,29,2022-07-19T23:39:40Z,45,product z,El-Agamy,North
2,16,1,2022-07-23T18:10:19Z,16,product y,El-Agamy,North
5,16,5,2022-07-23T18:10:19Z,16,product y,El-Agamy,North
10,16,9,2022-08-04T22:51:55Z,16,product y,El-Agamy,North
3,16,9,2022-08-04T22:51:55Z,16,product y,El-Agamy,North
6,99,35,2022-08-26T00:04:20Z,99,product x ,El-Agamy,North
6,99,35,2022-08-28T22:52:10Z,99,product x ,El-Agamy,North
20,16,19,2022-09-25T07:51:27Z,16,product y,El-Agamy,North
6,45,31,2022-09-25T07:51:28Z,45,product z,El-Agamy,North
10,99,33,2022-10-07T21:37:00Z,99,product x ,El-Agamy,North
10,16,14,2022-10-09T14:48:13Z,16,product y,El-Agamy,North
10,16,19,2022-10-11T22:25:15Z,16,product y,El-Agamy,North
20,16,19,2022-10-15T00:32:50Z,16,product y,El-Agamy,North
6,45,29,2022-10-19T22:07:09Z,45,product z,El-Agamy,North
10,45,29,2022-10-24T23:29:42Z,45,product z,El-Agamy,North
20,16,18,2022-10-24T23:29:42Z,16,product y,El-Agamy,North
20,16,19,2022-10-24T23:29:43Z,16,product y,El-Agamy,North
5,99,34,2022-11-04T21:32:21Z,99,product x ,El-Agamy,North
20,45,31,2022-11-05T14:54:25Z,45,product z,El-Agamy,North
3,99,32,2022-11-10T11:40:31Z,99,product x ,El-Agamy,North
10,45,31,2022-11-29T22:59:34Z,45,product z,El-Agamy,North
5,99,31,2022-12-06T23:42:57Z,99,product x ,El-Agamy,North
10,45,32,2022-12-06T23:42:58Z,45,product z,El-Agamy,North
2,99,32,2022-12-14T11:59:16Z,99,product x ,Miamy,North
4,16,6,2022-08-04T01:55:05Z,16,product y,Loran,North
2,89.75,32,2022-04-24T12:14:36Z,99,product x ,Dokki and Mohandessin,Giza
5,89.75,32,2022-04-29T22:24:47Z,99,product x ,Dokki and Mohandessin,Giza
10,89.75,30,2022-05-15T11:10:55Z,99,product x ,Dokki and Mohandessin,Giza
10,99,36,2022-09-19T12:18:58Z,99,product x ,Dokki and Mohandessin,Giza
5,99,36,2022-09-26T12:41:25Z,99,product x ,Dokki and Mohandessin,Giza
2,45,34,2022-09-26T12:41:25Z,45,product z,Dokki and Mohandessin,Giza
5,99,35,2022-10-18T14:04:41Z,99,product x ,Dokki and Mohandessin,Giza
10,99,36,2022-11-28T13:07:46Z,99,product x ,Dokki and Mohandessin,Giza
5,99,36,2022-12-01T09:15:27Z,99,product x ,Dokki and Mohandessin,Giza
1,89.75,32,2022-04-05T13:56:32Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-04-10T22:38:46Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-04-11T22:16:04Z,99,product x ,Heliopolis,Cairo
1,45,31,2022-04-15T22:15:40Z,45,product z,Heliopolis,Cairo
1,89.75,32,2022-04-17T20:41:12Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-04-20T09:17:28Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-04-28T08:42:20Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-04-29T06:28:13Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-05-28T22:31:06Z,99,product x ,Heliopolis,Cairo
2,16,0,2022-06-05T19:20:33Z,16,product y,Heliopolis,Cairo
4,99,36,2022-09-19T12:45:24Z,99,product x ,Heliopolis,Cairo
3,99,36,2022-09-21T12:09:57Z,99,product x ,Heliopolis,Cairo
5,16,20,2022-11-10T03:43:43Z,16,product y,Heliopolis,Cairo
4,99,36,2022-12-26T12:14:18Z,99,product x ,Heliopolis,Cairo
1,89.75,32,2022-02-24T10:17:25Z,89.75,product x ,Abou Keir,North
10,16,20,2022-09-21T08:01:51Z,16,product y,Smouha,North
10,16,19,2022-10-12T09:55:13Z,16,product y,Smouha,North
10,16,21,2022-10-18T16:55:13Z,16,product y,Smouha,North
6,16,18,2022-10-26T16:00:28Z,16,product y,Smouha,North
3,16,7,2022-11-22T10:02:29Z,16,product y,Smouha,North
4,45,29,2022-03-22T10:50:27Z,45,product z,West El-Balad,Cairo
4,45,31,2022-04-08T23:21:30Z,45,product z,West El-Balad,Cairo
3,89.75,32,2022-04-10T01:53:57Z,99,product x ,West El-Balad,Cairo
5,16,3,2022-04-13T03:39:57Z,16,product y,West El-Balad,Cairo
3,45,31,2022-04-21T03:09:17Z,45,product z,West El-Balad,Cairo
1,45,31,2022-04-22T16:18:44Z,45,product z,West El-Balad,Cairo
2,89.75,29,2022-04-23T02:53:56Z,99,product x ,West El-Balad,Cairo
3,45,31,2022-04-27T01:36:51Z,45,product z,West El-Balad,Cairo
2,89.75,32,2022-04-30T01:23:20Z,99,product x ,West El-Balad,Cairo
4,45,31,2022-04-30T07:16:48Z,45,product z,West El-Balad,Cairo
5,89.75,30,2022-05-12T10:44:11Z,99,product x ,West El-Balad,Cairo
10,16,1,2022-05-15T11:07:56Z,16,product y,West El-Balad,Cairo
1,16,1,2022-05-24T10:39:23Z,16,product y,West El-Balad,Cairo
5,16,0,2022-06-01T09:41:12Z,16,product y,West El-Balad,Cairo
3,89.75,31,2022-06-14T10:12:33Z,99,product x ,West El-Balad,Cairo
10,16,0,2022-06-14T10:12:33Z,16,product y,West El-Balad,Cairo
3,45,30,2022-06-22T11:52:34Z,45,product z,West El-Balad,Cairo
3,89.75,33,2022-06-26T12:29:07Z,99,product x ,West El-Balad,Cairo
5,16,3,2022-06-26T12:37:47Z,16,product y,West El-Balad,Cairo
3,89.75,33,2022-06-30T14:21:00Z,99,product x ,West El-Balad,Cairo
3,99,35,2022-08-29T22:20:34Z,99,product x ,Moharam Bek,North
5,16,20,2022-10-26T12:22:55Z,16,product y,Moharam Bek,North
10,16,19,2022-10-27T11:39:24Z,16,product y,Moharam Bek,North
10,16,19,2022-11-02T12:03:52Z,16,product y,Moharam Bek,North
7,16,8,2022-11-21T13:20:26Z,16,product y,Moharam Bek,North
7,22,21,2022-12-13T11:58:57Z,0,product y,Moharam Bek,North
5,45,31,2023-01-08T12:45:14Z,45,product z,Moharam Bek,North
1,16,0,2022-02-28T19:55:48Z,16,product y,El-Mandara,North
4,45,27,2022-03-16T09:06:00Z,45,product z,El-Mandara,North
3,89.75,32,2022-04-14T00:25:25Z,99,product x ,El-Mandara,North
2,89.75,31,2022-06-06T01:17:28Z,99,product x ,El-Mandara,North
2,45,29,2022-06-06T01:17:29Z,45,product z,El-Mandara,North
6,16,19,2022-09-15T10:01:14Z,16,product y,El-Mandara,North
1,16,1,2022-04-05T10:36:31Z,16,product y,El-Montazah,North
10,16,17,2022-09-07T12:53:53Z,16,product y,El-Montazah,North
2,16,9,2022-12-06T12:28:02Z,16,product y,El-Montazah,North
5,16,9,2022-12-08T10:31:15Z,16,product y,El-Montazah,North
20,16,9,2022-12-09T15:05:41Z,16,product y,El-Montazah,North
2,45,31,2022-12-31T10:21:10Z,45,product z,El-Montazah,North
2,45,30,2023-01-05T12:07:47Z,45,product z,El-Montazah,North
5,89.75,32,2022-03-05T14:47:27Z,89.75,product x ,Smouha,North
3,89.75,31,2022-07-17T15:41:14Z,89.75,product x ,Roshdy,North
1,99,33,2022-10-20T09:47:33Z,99,product x ,Roshdy,North
2,45,30,2022-11-20T11:40:52Z,45,product z,Roshdy,North
1,99,32,2022-11-20T11:40:52Z,99,product x ,Roshdy,North
1,45,28,2023-01-08T10:51:59Z,45,product z,Roshdy,North
1,89.75,33,2022-03-13T08:26:36Z,89.75,product x ,Stanley,North
20,16,20,2022-03-13T10:23:20Z,16,product y,Stanley,North
3,89.75,33,2022-03-24T12:49:14Z,89.75,product x ,Stanley,North
1,99,33,2022-11-29T08:58:00Z,99,product x ,Stanley,North
6,22,21,2022-12-20T08:50:40Z,0,product y,Stanley,North
6,16,2,2023-01-09T11:32:22Z,16,product y,Smouha,North
2,16,19,2022-09-27T13:14:01Z,16,product y,Bulkly,North
1,45,29,2022-03-21T08:59:38Z,45,product z,Nasr City,Cairo
2,89.75,32,2022-03-27T14:34:00Z,99,product x ,Nasr City,Cairo
5,45,27,2022-03-19T04:41:44Z,45,product z,El-Mokattam,Cairo
5,89.75,31,2022-03-21T04:24:26Z,99,product x ,El-Mokattam,Cairo
2,45,29,2022-03-27T03:36:03Z,45,product z,El-Mokattam,Cairo
3,89.75,32,2022-03-28T01:41:53Z,99,product x ,El-Mokattam,Cairo
4,45,31,2022-04-07T06:31:16Z,45,product z,El-Mokattam,Cairo
5,89.75,32,2022-04-07T06:31:16Z,99,product x ,El-Mokattam,Cairo
4,45,31,2022-04-09T05:46:10Z,45,product z,El-Mokattam,Cairo
3,89.75,32,2022-04-13T06:48:31Z,99,product x ,El-Mokattam,Cairo
3,45,31,2022-04-13T06:48:32Z,45,product z,El-Mokattam,Cairo
10,16,3,2022-04-13T06:48:32Z,16,product y,El-Mokattam,Cairo
5,45,31,2022-04-14T05:41:44Z,45,product z,El-Mokattam,Cairo
2,89.75,32,2022-04-16T06:42:24Z,99,product x ,El-Mokattam,Cairo
2,16,1,2022-04-17T06:25:39Z,16,product y,El-Mokattam,Cairo
3,89.75,32,2022-04-18T06:46:14Z,99,product x ,El-Mokattam,Cairo
3,45,31,2022-04-19T07:04:13Z,45,product z,El-Mokattam,Cairo
3,89.75,32,2022-04-20T05:31:09Z,99,product x ,El-Mokattam,Cairo
5,45,31,2022-04-23T06:32:31Z,45,product z,El-Mokattam,Cairo
3,45,31,2022-04-24T06:57:34Z,45,product z,El-Mokattam,Cairo
5,45,31,2022-04-26T08:00:53Z,45,product z,El-Mokattam,Cairo
5,45,31,2022-04-27T08:58:24Z,45,product z,El-Mokattam,Cairo
3,89.75,32,2022-04-27T08:58:24Z,99,product x ,El-Mokattam,Cairo
10,89.75,32,2022-05-01T07:32:34Z,99,product x ,El-Mokattam,Cairo
3,89.75,31,2022-02-27T08:49:40Z,99,product x ,Nasr City,Cairo
2,45,27,2022-02-27T08:49:40Z,45,product z,Nasr City,Cairo
1,89.75,30,2022-02-28T13:04:38Z,99,product x ,Nasr City,Cairo
3,89.75,32,2022-05-08T10:12:22Z,99,product x ,Nasr City,Cairo
2,89.75,30,2022-05-22T11:39:55Z,99,product x ,Nasr City,Cairo
1,89.75,29,2022-05-24T14:21:59Z,99,product x ,Nasr City,Cairo
2,89.75,32,2022-06-02T11:42:39Z,99,product x ,Nasr City,Cairo
3,89.75,31,2022-06-15T13:01:17Z,99,product x ,Nasr City,Cairo
1,45,31,2022-06-24T20:22:33Z,45,product z,Nasr City,Cairo
2,89.75,33,2022-06-30T13:30:15Z,99,product x ,Nasr City,Cairo
2,45,31,2022-07-02T12:50:34Z,45,product z,Nasr City,Cairo
2,89.75,31,2022-07-17T09:42:09Z,99,product x ,Nasr City,Cairo
3,45,27,2022-07-18T09:33:27Z,45,product z,Nasr City,Cairo
4,45,28.25,2022-07-26T19:24:46Z,45,product z,Nasr City,Cairo
1,99,32,2022-08-29T11:52:02Z,99,product x ,Nasr City,Cairo
1,99,32,2022-08-29T11:52:03Z,11,product x ,Nasr City,Cairo
1,99,32,2022-08-30T11:08:51Z,11,product x ,Nasr City,Cairo
10,16,13,2022-08-30T11:08:51Z,16,product y,Nasr City,Cairo
2,45,32,2022-09-24T11:01:41Z,45,product z,Nasr City,Cairo
1,99,33,2022-10-04T09:09:58Z,99,product x ,Nasr City,Cairo
1,99,33,2022-10-10T07:57:32Z,99,product x ,Nasr City,Cairo
3,45,32,2022-10-13T08:30:29Z,45,product z,Nasr City,Cairo
1,99,32.82,2022-10-23T11:21:37Z,11,product x ,Nasr City,Cairo
2,99,34,2022-10-23T11:39:30Z,99,product x ,Nasr City,Cairo
2,99,33.1,2022-11-09T10:58:10Z,99,product x ,Nasr City,Cairo
2,45,31,2022-11-09T10:58:12Z,45,product z,Nasr City,Cairo
1,45,31,2022-11-13T07:28:28Z,45,product z,Nasr City,Cairo
2,99,34,2022-11-13T07:28:29Z,99,product x ,Nasr City,Cairo
1,45,28,2022-11-13T07:41:25Z,45,product z,Nasr City,Cairo
1,45,28,2022-11-13T07:46:22Z,45,product z,Nasr City,Cairo
3,45,31,2022-11-18T19:47:55Z,45,product z,Nasr City,Cairo
2,99,34.1,2022-11-18T19:47:56Z,99,product x ,Nasr City,Cairo
2,45,31,2022-11-21T10:34:25Z,45,product z,Nasr City,Cairo
3,99,36,2022-12-21T10:48:23Z,99,product x ,Nasr City,Cairo
2,45,29,2022-12-27T10:32:21Z,45,product z,Nasr City,Cairo
3,99,36,2022-12-27T10:33:42Z,99,product x ,Nasr City,Cairo
2,45,31,2023-01-04T21:04:01Z,45,product z,Nasr City,Cairo
2,16,21,2022-10-17T22:50:36Z,16,product y,Smouha,North
4,16,21,2022-10-22T11:06:32Z,16,product y,Smouha,North
3,45,29,2022-10-24T10:12:49Z,45,product z,Smouha,North
4,16,18,2022-10-29T11:06:46Z,16,product y,Smouha,North
5,45,30,2022-12-28T22:42:53Z,45,product z,Saba Basha,North
4,45,30,2023-01-03T22:25:35Z,45,product z,Saba Basha,North
2,45,28,2023-01-11T18:11:15Z,45,product z,Saba Basha,North
3,45,30,2023-01-11T18:11:15Z,45,product z,Saba Basha,North
3,45,31,2022-10-05T08:57:23Z,45,product z,El-Agamy,North
5,16,19,2022-10-05T08:57:23Z,16,product y,El-Agamy,North
5,16,19,2022-10-14T18:57:45Z,16,product y,El-Agamy,North
3,45,27,2022-03-22T15:22:01Z,45,product z,El-Mansheyah,North
6,45,32,2022-04-21T12:56:22Z,45,product z,El-Mansheyah,North
3,16,0,2022-05-15T10:16:14Z,16,product y,El-Mansheyah,North
3,16,20,2022-07-24T02:38:16Z,16,product y,El-Mansheyah,North
50,16,19,2022-10-16T15:05:58Z,16,product y,El-Mansheyah,North
60,16,21,2022-10-17T14:58:52Z,16,product y,El-Mansheyah,North
6,45,29,2022-10-27T14:32:08Z,45,product z,El-Mansheyah,North
5,45,26,2022-07-25T10:54:22Z,45,product z,Loran,North
5,99,35,2022-08-23T14:28:36Z,99,product x ,Loran,North
3,16,8,2022-11-15T08:38:54Z,16,product y,Nasr City,Cairo
1,99,30,2022-12-10T20:36:59Z,99,product x ,Nasr City,Cairo
5,89.75,561,2022-06-21T14:52:02Z,99,product x ,El-Mandara,North
1,89.75,31,2022-04-24T23:16:55Z,99,product x ,El-Agamy,North
1,89.75,31,2022-05-03T21:02:13Z,99,product x ,El-Agamy,North
1,99,33,2022-09-19T08:36:45Z,99,product x ,El-Agamy,North
5,16,19,2022-10-12T21:24:10Z,16,product y,El-Agamy,North
3,99,36,2022-09-20T23:05:44Z,99,product x ,El-Marg,Cairo
5,99,36,2022-11-02T10:42:39Z,99,product x ,El-Marg,Cairo
5,16,20,2022-11-08T21:25:03Z,16,product y,El-Marg,Cairo
2,99,33,2022-11-23T14:49:42Z,99,product x ,El-Marg,Cairo
3,99,36,2022-12-18T13:17:38Z,99,product x ,El-Marg,Cairo
5,89.75,32,2022-02-27T17:36:00Z,89.75,product x ,Bahary,North
10,16,11,2022-09-13T14:20:06Z,16,product y,Moharam Bek,North
10,16,8,2022-12-12T16:50:02Z,16,product y,Moharam Bek,North
1,45,27,2022-03-15T11:00:34Z,45,product z,Nasr City,Cairo
1,89.75,25,2022-09-19T23:14:59Z,89.75,product x ,Nasr City,Cairo
3,45,27,2022-06-01T08:42:58Z,45,product z,Smouha,North
5,45,31,2023-01-12T09:53:58Z,45,product z,Smouha,North
2,99,33,2023-01-12T09:53:58Z,99,product x ,Smouha,North
3,99,33,2023-01-13T15:43:20Z,99,product x ,Smouha,North
20,16,20,2022-02-28T17:12:13Z,16,product y,Janaklees,North
2,99,33,2022-10-16T08:10:39Z,99,product x ,Janaklees,North
3,99,32,2022-11-19T11:49:02Z,99,product x ,Janaklees,North
1,99,34,2022-11-19T11:49:03Z,99,product x ,Janaklees,North
2,45,27,2022-11-23T08:49:49Z,45,product z,Janaklees,North
2,45,30,2022-12-17T13:47:44Z,45,product z,Janaklees,North
1,89.75,32,2022-03-29T12:23:01Z,99,product x ,New Cairo,Cairo
1,89.75,32,2022-05-28T22:40:18Z,99,product x ,New Cairo,Cairo
1,45,29,2022-08-24T17:30:09Z,45,product z,New Cairo,Cairo
5,16,10,2022-09-18T15:42:50Z,22,product y,New Cairo,Cairo
1,99,33,2022-09-26T19:24:38Z,99,product x ,New Cairo,Cairo
3,99,33,2022-10-03T13:50:04Z,99,product x ,New Cairo,Cairo
1,99,33.1,2022-10-23T20:42:35Z,99,product x ,New Cairo,Cairo
5,16,8.5,2022-11-16T21:39:52Z,22,product y,New Cairo,Cairo
5,16,5,2022-12-10T19:25:54Z,22,product y,New Cairo,Cairo
2,99,33,2022-12-19T19:02:20Z,99,product x ,New Cairo,Cairo
1,89.75,31,2022-03-08T12:22:52Z,99,product x ,New Cairo,Cairo
2,89.75,33,2022-03-16T12:20:45Z,89.75,product x ,Moharam Bek,North
2,89.75,30,2022-06-08T19:31:19Z,89.75,product x ,Moharam Bek,North
2,99,30,2022-08-16T13:05:43Z,99,product x ,Moharam Bek,North
2,99,31,2022-08-30T20:03:45Z,99,product x ,Moharam Bek,North
1,89.75,32,2022-04-01T13:30:05Z,99,product x ,Nasr City,Cairo
2,89.75,32,2022-04-03T20:45:53Z,99,product x ,Nasr City,Cairo
1,45,31,2022-04-13T21:20:25Z,45,product z,Nasr City,Cairo
1,89.75,32,2022-04-15T21:07:01Z,99,product x ,Nasr City,Cairo
2,45,31,2022-04-16T09:45:06Z,45,product z,Nasr City,Cairo
1,89.75,29,2022-04-21T11:45:24Z,99,product x ,Nasr City,Cairo
2,89.75,32,2022-04-24T09:51:15Z,99,product x ,Nasr City,Cairo
2,45,31,2022-04-25T09:12:03Z,45,product z,Nasr City,Cairo
1,89.75,32,2022-04-30T09:03:24Z,99,product x ,Nasr City,Cairo
2,45,31,2022-05-01T09:20:15Z,45,product z,Nasr City,Cairo
1,89.75,32,2022-05-01T09:20:16Z,99,product x ,Nasr City,Cairo
1,99,25,2022-07-21T16:00:36Z,99,product x ,El-Seyouf,North
10,45,27,2022-07-20T14:51:10Z,45,product z,El-Agamy,North
5,45,30,2022-11-27T14:58:12Z,45,product z,El-Agamy,North
